participant_id	umap_1	umap_2
ccga_1000	-8.632776260375977	-0.3368457555770874
ccga_1012	2.8995397090911865	-1.94064462184906
ccga_1014	-7.1986308097839355	-2.3372559547424316
ccga_1015	-5.845663070678711	-0.8328279256820679
ccga_1019	1.1042842864990234	-1.3440343141555786
ccga_102	0.0544610321521759	-0.5879884958267212
ccga_1022	2.809260129928589	-0.7925221920013428
ccga_1023	1.832741618156433	-2.5608270168304443
ccga_1032	-6.032658100128174	-1.4317535161972046
ccga_1033	-9.3814849853515625	-0.6050634384155273
ccga_1034	3.07307767868042	3.356894254684448
ccga_1037	3.036862850189209	3.127617597579956
ccga_1039	-4.669043064117432	-1.51176118850708
ccga_104	2.170321464538574	0.7620261907577515
ccga_105	1.6573535203933716	1.57731032371521
ccga_1057	-0.6209414005279541	0.039480771869421
ccga_1058	0.3715588748455048	-1.0477299690246582
ccga_1065	-0.8755356669425964	-1.2035781145095823
ccga_1068	2.7177512645721436	2.680441379547119
ccga_107	-2.0156331062316895	-1.3191204071044922
ccga_1073	-6.877971172332764	-2.131066083908081
ccga_1078	3.029076099395752	0.5460675954818726
ccga_1079	1.4084773063659668	-2.203181505203247
ccga_1084	2.909569263458252	-1.267746090888977
ccga_1087	4.016041278839111	1.0601388216018677
ccga_109	2.107853412628174	-2.6245102882385254
ccga_1090	2.215562105178833	-2.203996181488037
ccga_1092	-1.9493471384048464	-1.0954513549804688
ccga_1094	3.0758795738220215	-1.0435324907302856
ccga_1096	-6.816198348999023	-2.1575427055358887
ccga_1099	1.8107181787490845	1.4960758686065674
ccga_110	3.548331499099731	2.364104747772217
ccga_1102	3.8967535495758057	2.757554054260254
ccga_1103	0.20501592755317688	0.07301613688468933
ccga_1106	2.3351848125457764	-1.7495362758636477
ccga_1107	-8.720787048339844	-0.4270493388175965
ccga_1108	3.248861312866211	-0.1428549587726593
ccga_111	2.5195226669311523	-1.2348792552947998
ccga_1113	-2.0877954959869385	-1.4647269248962402
ccga_1115	1.0968360900878906	-2.138669490814209
ccga_1117	-5.933228015899658	-0.9801169633865356
ccga_1125	2.698335886001587	2.936798095703125
ccga_1129	2.1893436908721924	-2.337563753128052
ccga_1133	1.7289152145385742	2.8375086784362793
ccga_1134	3.785118103027344	3.284146547317505
ccga_1137	-11.137046813964844	-1.0020620822906494
ccga_1139	1.036840558052063	-1.1692836284637451
ccga_1140	1.335097074508667	-2.24267840385437
ccga_1142	1.8673386573791504	-1.659294843673706
ccga_1143	3.564450263977051	3.482877016067505
ccga_1150	2.8008108139038086	-1.510178565979004
ccga_1151	1.5866219997406006	-1.902712106704712
ccga_1152	2.5890846252441406	2.514326810836792
ccga_1157	1.1983680725097656	-0.06766162067651749
ccga_116	-4.1705546379089355	-1.4154603481292725
ccga_1163	-4.950977802276611	-1.1491457223892212
ccga_1164	-1.2153310775756836	-1.323597073554993
ccga_1165	-2.3035945892333984	-0.749548077583313
ccga_1173	1.0667742490768433	-2.460031509399414
ccga_1174	4.145143508911133	-1.3267990350723269
ccga_1176	1.2164649963378906	-1.399492859840393
ccga_1177	0.7802401185035706	-0.9945624470710754
ccga_1178	2.239121913909912	3.788303852081299
ccga_1179	0.8722531199455261	1.0912394523620603
ccga_1180	-7.280914783477783	-2.297842025756836
ccga_1181	-6.714914321899414	-0.8714329600334167
ccga_1184	3.233647584915161	0.3317268192768097
ccga_1185	3.575622081756592	1.5975806713104248
ccga_1186	3.615472078323364	2.681232213973999
ccga_1187	3.2328414916992188	-0.7411695718765259
ccga_1188	1.2300208806991575	-0.02485793083906173
ccga_119	3.1781253814697266	1.849266767501831
ccga_1192	-5.410846710205078	-1.9148573875427248
ccga_1193	0.8400301933288574	-2.702082633972168
ccga_1194	-2.2288761138916016	-0.6996561288833618
ccga_1199	-2.140798807144165	-0.8255245089530945
ccga_12	3.9253416061401367	2.066671848297119
ccga_120	0.8852154016494751	-1.643046259880066
ccga_1200	1.252004623413086	2.192199468612671
ccga_1202	-6.904213905334473	-0.7973763346672058
ccga_1207	1.3170193433761597	-0.8661153316497803
ccga_1210	-2.0170133113861084	-1.4184534549713137
ccga_1214	1.5433835983276367	2.584078788757324
ccga_1215	2.2142040729522705	2.340189218521118
ccga_1216	1.4620450735092163	-2.0870158672332764
ccga_1219	1.4137390851974487	2.909329652786255
ccga_1226	1.4895257949829102	2.766329526901245
ccga_1230	1.8187471628189087	3.305850028991699
ccga_1234	-3.9346630573272705	-1.5172843933105469
ccga_1236	0.4617892801761627	1.6389436721801758
ccga_1237	0.24741974472999573	1.3397459983825684
ccga_1238	2.40565824508667	2.3835041522979736
ccga_1239	-5.188252925872803	-1.3972982168197632
ccga_124	2.6971752643585205	3.066645383834839
ccga_1240	0.7381985187530518	0.4695926606655121
ccga_1241	-5.366964817047119	-1.9817370176315308
ccga_1242	1.183752417564392	1.391454815864563
ccga_125	-4.228237628936768	-1.5473575592041016
ccga_1250	1.2989609241485596	-0.8008443713188171
ccga_1252	1.0936596393585205	-1.2533444166183472
ccga_1253	0.3750261068344116	-1.1888035535812378
ccga_1256	-11.079065322875977	-0.9688456654548644
ccga_1261	-9.49435329437256	-0.6744021773338318
ccga_1262	-2.20173716545105	-1.144578456878662
ccga_1264	-2.1314175128936768	-1.576520919799805
ccga_1269	1.388222336769104	-0.16421574354171753
ccga_1271	2.3186049461364746	2.176928997039795
ccga_1274	-6.763667583465576	-1.6686875820159912
ccga_1275	3.3346118927001953	3.399944305419922
ccga_1276	2.3109846115112305	2.977166175842285
ccga_1278	0.8321905136108398	-0.21671609580516815
ccga_128	3.4109513759613037	2.446157693862915
ccga_1280	0.9213902354240416	2.2781944274902344
ccga_1282	1.7466082572937012	3.3332345485687256
ccga_1283	-6.954189777374268	-2.294755697250366
ccga_1284	-0.0733884796500206	0.7318432927131653
ccga_129	2.563342571258545	0.6174706220626831
ccga_1291	-4.057821273803711	-1.468026876449585
ccga_1292	1.71583092212677	3.343574047088623
ccga_1293	1.5510814189910889	0.7341433167457581
ccga_1300	-2.3786895275115967	-1.1620196104049685
ccga_1306	-11.096905708312988	-0.9040969014167786
ccga_1309	3.4494848251342773	2.7296080589294434
ccga_131	2.5732133388519287	0.9674137830734252
ccga_1313	-9.856589317321776	-0.7700595259666443
ccga_1314	-1.9265743494033811	-0.3487149477005005
ccga_1315	-6.90364933013916	-2.227506637573242
ccga_1318	1.723686456680298	2.2741780281066895
ccga_132	0.7628606557846069	0.06409353762865067
ccga_1321	3.9400746822357178	0.0247911661863327
ccga_1322	-0.4932188093662262	-0.9326008558273317
ccga_1323	1.7745563983917236	3.434904098510742
ccga_1325	-6.536606788635254	-1.5566227436065674
ccga_1327	2.108153820037842	2.660283088684082
ccga_1329	2.9113669395446777	-0.7725403308868408
ccga_133	1.5161434412002563	-0.04427147656679153
ccga_1331	4.617199897766113	1.1454318761825562
ccga_1332	4.284184455871582	1.9194285869598389
ccga_1333	2.2630677223205566	-2.1584010124206543
ccga_1355	3.3670592308044434	-0.4241165518760681
ccga_1356	1.0623699426651	0.485910564661026
ccga_1358	3.9134280681610103	-0.3672509491443634
ccga_136	2.1930549144744873	-0.5215550661087036
ccga_1360	3.99075984954834	1.974778413772583
ccga_1361	-9.563128471374512	-0.8760915398597717
ccga_1363	4.071099758148193	0.48204970359802246
ccga_1364	1.5640665292739868	-0.908263087272644
ccga_1366	1.1650291681289673	-0.4353171586990357
ccga_1367	3.1923413276672363	0.9115514755249025
ccga_1368	1.2234604358673096	1.3931347131729126
ccga_1369	-6.138420104980469	-1.0789318084716797
ccga_1370	3.4912593364715576	-1.7974553108215332
ccga_1372	2.280090093612671	1.4622150659561155
ccga_1373	2.7622389793395996	-1.460942029953003
ccga_1375	2.66957688331604	-2.22711181640625
ccga_1377	-6.7344160079956055	-0.8788449764251709
ccga_1379	2.2310099601745605	-2.205466985702514
ccga_1388	1.2689741849899292	1.4697215557098389
ccga_1389	0.7667447328567505	-2.5860190391540527
ccga_1392	3.2161529064178467	2.9020233154296875
ccga_1394	1.291024088859558	1.0558598041534424
ccga_14	1.7684326171875	-1.738139510154724
ccga_1400	-2.593966007232666	-1.1441757678985596
ccga_1403	-1.6980650424957275	-1.4003701210021973
ccga_1407	-8.485865592956543	-0.7744359970092773
ccga_1409	-2.3994626998901367	-1.0983620882034302
ccga_1413	1.938970923423767	3.609022855758667
ccga_1414	2.8095293045043945	2.427849292755127
ccga_1415	-4.000207901000977	-1.453635334968567
ccga_142	1.5930665731430054	3.1542701721191406
ccga_1420	3.949239492416382	-1.8935465812683103
ccga_1422	-4.627730369567871	-1.7807127237319946
ccga_1423	1.803883671760559	-0.09721226245164873
ccga_1424	-0.13752014935016632	-0.7526494264602661
ccga_1426	-8.046562194824219	-0.8829097151756287
ccga_1428	2.1481974124908447	3.60870099067688
ccga_1429	2.1040875911712646	0.6673088073730469
ccga_143	3.5965359210968018	3.2314391136169434
ccga_1431	1.814394235610962	2.1662111282348633
ccga_1432	3.338193655014038	2.123368740081787
ccga_1434	1.213422179222107	1.0037238597869873
ccga_1435	-10.58130931854248	-1.1829725503921509
ccga_1438	0.87570953369140625	0.3329004943370819
ccga_1441	2.3893516063690186	2.10310697555542
ccga_1444	1.3235660791397097	1.8119155168533323
ccga_1446	1.614240288734436	0.27065226435661316
ccga_1447	-5.740622520446777	-2.0535449981689453
ccga_1448	1.2266086339950562	-0.5617395043373108
ccga_145	2.076361179351806	1.1282902956008911
ccga_1452	2.504289388656616	-1.8788001537323
ccga_1453	-1.9627059698104856	-1.968981385231018
ccga_1454	-4.813823223114014	-1.433316349983215
ccga_1455	1.734495997428894	1.2719268798828125
ccga_1467	-2.902442693710327	-1.1071399450302124
ccga_1468	-10.91577434539795	-1.063335657119751
ccga_1469	-0.8726595044136047	0.5643088817596436
ccga_1472	3.033806800842285	2.6530838012695312
ccga_1475	-4.724564552307129	-1.4497497081756592
ccga_1476	1.3661715984344482	-2.229522466659546
ccga_1478	-8.302055358886719	-0.8183897733688354
ccga_1479	1.6147023439407349	3.467667818069458
ccga_148	0.37700408697128296	0.8991279006004333
ccga_1485	0.512944757938385	1.448325753211975
ccga_1488	3.018036365509033	0.4843064248561859
ccga_149	0.6567588448524475	-1.6523849964141846
ccga_1494	-6.70975923538208	-1.7874900102615356
ccga_150	-10.383463859558104	-1.0220547914505005
ccga_1505	2.620031356811523	2.877997636795044
ccga_1506	2.394014596939087	-2.3760464191436768
ccga_1507	1.3746932744979858	1.832101821899414
ccga_1511	-0.774786114692688	-1.1692510843276978
ccga_1512	0.5910567045211792	-1.942217469215393
ccga_1516	-0.5526512861251831	0.1894601732492447
ccga_1517	-10.593707084655762	-1.0001540184020996
ccga_1519	-10.934343338012695	-1.0879685878753662
ccga_1520	-11.12746238708496	-0.915157675743103
ccga_1521	4.105776309967041	0.87991863489151
ccga_1523	1.7900274991989136	2.1040501594543457
ccga_1526	0.9039546847343444	-2.533353328704834
ccga_1528	1.0098482370376587	-0.7540653944015503
ccga_1529	0.9829123616218568	1.302235126495361
ccga_1534	1.348471760749817	-1.598047137260437
ccga_1535	4.580885887145996	1.328513741493225
ccga_1537	-6.890010833740234	-0.7319730520248413
ccga_154	4.3291754722595215	-0.5691311955451965
ccga_1540	2.437152862548828	3.634082555770874
ccga_1542	-6.8673624992370605	-2.155235290527344
ccga_1545	2.306277275085449	1.864258050918579
ccga_1547	1.9554405212402344	-1.82186496257782
ccga_1548	3.7020907402038574	-0.7278223633766174
ccga_1549	3.2680442333221436	-0.8096066117286682
ccga_155	1.44163179397583	3.0370845794677734
ccga_1550	4.558171272277832	1.80366051197052
ccga_1552	1.127453088760376	-1.4078874588012695
ccga_1558	2.2943310737609863	-2.352830648422241
ccga_1559	3.0304486751556396	-1.488008975982666
ccga_156	-0.03762656450271606	0.8984919190406799
ccga_1566	2.8859755992889404	0.7034890651702881
ccga_1567	1.30026113986969	-1.9436241388320925
ccga_1569	1.7323858737945557	1.398935317993164
ccga_157	1.9761556386947632	0.44491448998451233
ccga_1571	-2.5984489917755127	-1.3247114419937134
ccga_1572	-4.6756391525268555	-1.0532299280166626
ccga_1573	-4.6660847663879395	-1.4568450450897217
ccga_1575	4.264664173126221	0.9228204488754272
ccga_1576	-4.660607814788818	-1.676891565322876
ccga_1577	2.885438919067383	-1.933768630027771
ccga_1582	-3.581817626953125	-1.620044827461243
ccga_1585	1.3724398612976074	0.4361208379268646
ccga_1587	3.3479392528533936	0.08717978745698929
ccga_1588	-6.764583110809326	-1.7801412343978882
ccga_1591	0.8542596697807312	-1.3665906190872192
ccga_1597	-9.8846435546875	-0.7805903553962708
ccga_1598	0.8023583292961121	-2.5348803997039795
ccga_16	3.725987672805786	-0.80098557472229
ccga_1600	1.0649672746658323	2.551220655441284
ccga_1607	2.0054733753204346	1.9974788427352903
ccga_161	1.7613383531570437	2.4569973945617676
ccga_1611	4.583887100219727	1.0471069812774658
ccga_1614	-0.13074447214603424	0.5516073703765869
ccga_162	3.2919466495513916	0.7945963144302368
ccga_1620	-2.0760281085968018	-0.6714378595352173
ccga_1621	-7.131155967712402	-0.7918249368667603
ccga_1622	1.047531247138977	1.3686375617980957
ccga_1626	1.775543451309204	-2.1336889266967773
ccga_1627	-2.510572671890259	-1.193035364151001
ccga_1628	-0.21566247940063477	-0.6951440572738647
ccga_1630	3.771777868270874	3.2367091178894043
ccga_1631	0.0855756551027298	-0.16255436837673187
ccga_1632	3.0914947986602783	-1.2572122812271118
ccga_1634	-3.9853732585906982	-1.5579427480697632
ccga_1635	2.250124216079712	1.076098084449768
ccga_1636	3.100022792816162	-1.2229632139205933
ccga_1641	-2.153523206710815	-0.3813053071498871
ccga_1648	4.3661932945251465	1.633239984512329
ccga_1650	2.327888011932373	0.6904072165489197
ccga_1651	0.16508491337299347	0.8925889730453491
ccga_1652	1.0161302089691162	-1.53592050075531
ccga_1653	0.5636101961135864	0.6430478096008301
ccga_1655	-10.655116081237791	-1.036439299583435
ccga_1656	-8.739058494567871	-0.3355238437652588
ccga_1658	0.4574870467185974	1.258709192276001
ccga_166	3.100454092025757	0.6444408297538757
ccga_1660	0.2675875425338745	-1.4495899677276611
ccga_1663	3.260518789291382	0.22469736635684967
ccga_1665	0.06672381609678268	-0.6593671441078186
ccga_1669	-0.6077878475189209	-1.017721176147461
ccga_167	2.1612350940704346	3.639004945755005
ccga_1670	0.6170096397399902	0.11579322814941406
ccga_1671	2.4334068298339844	-0.990710437297821
ccga_1672	2.619767189025879	2.8959479331970215
ccga_1674	1.477110505104065	2.457056999206543
ccga_1682	4.491150856018066	1.6949374675750732
ccga_1683	3.991836071014404	2.587963581085205
ccga_1684	1.906150460243225	0.7479455471038818
ccga_1685	-2.630324125289917	-0.9545606970787048
ccga_1688	3.7420215606689458	-0.5178655982017517
ccga_1690	3.5734782218933105	-0.7086878418922424
ccga_1696	-5.2985005378723145	-1.7758138179779053
ccga_1697	-8.290352821350098	-0.6690146923065186
ccga_1698	3.725710868835449	3.042968511581421
ccga_17	0.7044779658317566	-2.3712189197540283
ccga_1701	2.904634714126587	1.1590204238891602
ccga_1702	1.1410090923309326	-0.03233538940548897
ccga_1703	3.0375845432281494	1.7964928150177002
ccga_1704	1.6317423582077026	3.0695786476135254
ccga_1705	2.884131669998169	1.8547265529632568
ccga_1706	3.035036087036133	-1.3942785263061523
ccga_1707	-6.931825160980225	-2.1691412925720215
ccga_1708	1.8501439094543457	-1.9525800943374632
ccga_1709	2.1272010803222656	2.247635841369629
ccga_1710	4.007357120513916	-0.06013091653585434
ccga_1714	-5.708372116088867	-1.6703591346740725
ccga_1716	-2.644219160079956	-0.9872792363166808
ccga_1719	2.684209108352661	-0.6685255169868469
ccga_172	2.318845510482788	-0.8722721934318542
ccga_1720	-0.8436819314956665	-1.1440439224243164
ccga_1721	1.023559331893921	-1.2292219400405884
ccga_1725	0.12111835926771164	-1.3937387466430664
ccga_1726	3.485103130340576	2.4292144775390625
ccga_1730	2.2024617195129395	-0.6020439267158508
ccga_1734	3.45693302154541	-1.0158315896987915
ccga_1735	3.505777359008789	3.428447961807251
ccga_1737	1.827995777130127	2.1796181201934814
ccga_1738	2.486725091934204	1.8277623653411863
ccga_174	1.4453909397125244	-2.35837721824646
ccga_1743	3.6549441814422607	-0.703215479850769
ccga_1744	-6.505219459533691	-0.8711169958114624
ccga_1747	0.7349882125854492	0.1465999186038971
ccga_1748	-1.3727608919143677	-0.972972810268402
ccga_1749	-6.73073673248291	-0.8937116861343384
ccga_1751	0.762919008731842	1.5931931734085083
ccga_1755	0.854240894317627	1.833561658859253
ccga_1757	1.8324815034866333	1.1992087364196775
ccga_1758	-6.804384708404541	-0.7673900127410889
ccga_1759	1.6839900016784668	1.5989419221878052
ccga_176	2.756117582321167	3.039947509765625
ccga_1760	-8.577083587646484	-0.3151070773601532
ccga_1761	2.279879093170166	0.6395965218544006
ccga_1763	1.746819019317627	0.2562711238861084
ccga_1766	0.5674663782119751	-2.157136917114258
ccga_1769	-3.8694934844970703	-1.721972107887268
ccga_1771	1.33839750289917	2.1901471614837646
ccga_1773	2.67797589302063	-1.0214487314224243
ccga_1777	3.386802911758423	1.6909410953521729
ccga_1778	2.6163344383239746	1.2512134313583374
ccga_1779	0.7736853361129761	0.17527201771736145
ccga_1780	1.4742827415466309	-1.8940906524658203
ccga_1783	0.2596932053565979	-0.6444161534309387
ccga_1787	1.6205915212631226	0.7782860994338989
ccga_1788	3.4693400859832764	1.3289746046066284
ccga_1790	4.068867206573486	0.9387201070785522
ccga_1792	1.0750954151153564	-1.8933188915252688
ccga_1793	4.350766181945801	1.1300926208496094
ccga_1795	1.0871727466583252	0.04910731688141823
ccga_1797	2.512385368347168	1.5376297235488892
ccga_1798	3.532503128051758	2.7122581005096436
ccga_18	4.020029067993164	-1.8079392910003664
ccga_1804	1.451651930809021	-1.0593806505203247
ccga_1805	1.5127495527267456	0.01834655180573463
ccga_1807	0.4899058341979981	-0.6149082183837891
ccga_1809	-0.9408271908760072	0.09256033599376678
ccga_1810	3.4069571495056152	-0.38792452216148376
ccga_1819	-0.31713607907295227	-1.148279070854187
ccga_1824	0.28480666875839233	1.1252670288085938
ccga_1828	3.0968282222747803	-1.493847370147705
ccga_1834	1.5747517347335815	-2.582275390625
ccga_1838	0.2691602408885956	1.4407237768173218
ccga_1839	2.2455039024353027	-2.25976300239563
ccga_184	1.3836283683776855	2.877678394317627
ccga_1840	1.1945743560791016	0.6145538687705994
ccga_1841	4.6046271324157715	1.1214888095855713
ccga_1842	2.701629161834717	3.2268717288970947
ccga_1845	0.4375958740711212	-0.5902367830276489
ccga_1846	-6.88639497756958	-2.099841833114624
ccga_1853	1.3614367246627808	1.3321439027786257
ccga_1856	-7.273449420928955	-2.3137829303741455
ccga_1862	3.3879034519195557	0.1973053216934204
ccga_1865	0.979711651802063	1.1690855026245115
ccga_1866	0.6996431946754456	0.0911986604332924
ccga_1868	-1.7107452154159546	-1.142353057861328
ccga_187	0.08335340023040771	-0.6668522953987122
ccga_1872	3.368401050567627	0.05185918882489204
ccga_1876	-6.693159580230713	-1.867591381072998
ccga_1877	4.399896144866943	1.0096217393875122
ccga_1878	0.27160000801086426	-0.39414310455322266
ccga_1881	1.664772868156433	-1.2641862630844116
ccga_1888	-7.2710185050964355	-2.2940993309020996
ccga_1889	2.023936033248902	2.7761104106903076
ccga_1891	1.2629066705703735	1.0963605642318726
ccga_1898	-1.942599892616272	-1.304797649383545
ccga_190	2.3662397861480713	0.5695322155952454
ccga_1903	-2.505314350128174	-1.4388452768325806
ccga_1905	1.05422842502594	-0.4141633212566376
ccga_191	2.489471435546875	1.1313769817352295
ccga_1910	2.552232265472412	2.783094644546509
ccga_1917	0.5173842310905457	-0.18317565321922305
ccga_1919	1.5076639652252195	-0.05017572641372681
ccga_1923	-2.656757354736328	-0.9582040309906006
ccga_1930	2.073284387588501	-1.5664441585540771
ccga_1931	-2.144709348678589	-1.1177525520324707
ccga_1932	1.7130485773086548	2.1556363105773926
ccga_1935	-0.6723676323890686	-0.9701485633850098
ccga_1936	3.742488861083984	-0.39747175574302673
ccga_1937	2.244696140289306	0.08036469668149948
ccga_194	2.095890522003174	1.0611504316329956
ccga_1947	-4.482938766479492	-1.3988044261932373
ccga_1950	-4.365101337432861	-1.4447885751724243
ccga_1953	-11.044949531555176	-0.997767448425293
ccga_1956	3.775808334350586	2.8808393478393555
ccga_1957	4.473624229431152	1.8735909461975095
ccga_1959	-7.22479248046875	-2.3484320640563965
ccga_1962	1.5310750007629397	-0.4234890639781952
ccga_1964	-10.730515480041504	-0.9855950474739076
ccga_1967	1.710776686668396	-0.24306850135326383
ccga_1968	-10.145825386047363	-0.9243987202644348
ccga_197	1.3357490301132202	-2.4461238384246826
ccga_1971	2.9094831943511963	-1.295167088508606
ccga_1974	1.994079351425171	-2.1222469806671143
ccga_1975	2.61423397064209	-1.1209187507629397
ccga_1979	-3.3681468963623047	-1.3793433904647827
ccga_1988	3.17639422416687	1.8336610794067385
ccga_199	1.656999588012695	1.4159135818481443
ccga_1990	3.4840950965881348	2.175877094268799
ccga_1993	3.221630573272705	3.49629282951355
ccga_1994	3.473477840423584	1.6638067960739136
ccga_1996	3.6977698802948	3.031504392623902
ccga_1997	0.9179267287254332	-1.337191820144653
ccga_1998	2.9140148162841797	-2.0304880142211914
ccga_200	-6.50924825668335	-1.015153169631958
ccga_2002	-10.97889232635498	-1.03205406665802
ccga_2004	3.7026195526123047	-0.3412495255470276
ccga_2006	-5.9229350090026855	-1.255693435668945
ccga_2009	-11.153172492980955	-0.8932248950004578
ccga_2012	2.7546069622039795	0.652292788028717
ccga_2013	2.336265563964844	-2.2656259536743164
ccga_2014	0.544562816619873	-0.01860584691166877
ccga_2017	-2.6049370765686035	-1.4001630544662476
ccga_2024	0.33911725878715515	-1.4862000942230225
ccga_2025	2.0947248935699463	1.1563581228256226
ccga_2030	4.0901594161987305	-0.08068203181028366
ccga_2034	-0.5616454482078552	0.3547656834125519
ccga_2037	-8.771970748901367	-0.3187268078327179
ccga_2042	2.464852809906006	-2.1731770038604736
ccga_2049	2.3443634510040283	0.6784566044807434
ccga_205	3.59036922454834	0.27012696862220764
ccga_2057	1.5666202306747437	0.06832237541675568
ccga_2059	4.223358154296875	2.2655487060546875
ccga_2063	1.286124587059021	-2.2743704319000244
ccga_2067	4.321017265319824	2.0185422897338867
ccga_207	1.4234386682510376	0.5947594046592712
ccga_2071	-5.980079174041748	-0.8412506580352783
ccga_2079	-6.810949325561523	-1.8239147663116455
ccga_2080	2.8670005798339844	0.7205711603164673
ccga_2081	3.589017152786255	1.704479455947876
ccga_2084	-0.4548371732234955	-0.9723473191261292
ccga_2085	1.912834405899048	0.4064304232597351
ccga_209	4.008449554443359	0.861091136932373
ccga_2095	-2.2388224601745605	-1.286118984222412
ccga_2096	2.152223825454712	1.9198440313339231
ccga_21	-9.251849174499512	-0.5652812719345093
ccga_2100	3.807561874389648	-0.8588891625404358
ccga_2102	2.3764631748199463	0.683522641658783
